1.2017,2704.9,false
3.9718,3270.3,false
2.2233,3335.1,false
4.0206,2263.8,true
2.4068,3236.8,false
4.6616,3622.3,false
4.2362,3889.3,false
3.79,3835.4,false
2.3729,3511.2,false
2.8792,3377.4,false
2.7364,3953.5,false
4.316,4075.6,false
3.1755,3743.9,false
3.2544,3824.2,false
3.453,2046.1,true
3.1511,3176.6,false
3.2273,3527.0,false
3.3233,4035.2,false
2.6356,4103.6,false
3.5064,3079.5,false
4.7904,3722.2,false
3.5312,3694.3,false
1.6713,3147.2,false
3.6574,3825.5,false
2.8033,3796.7,false
3.1448,3828.7,false
3.7689,3556.3,false
2.2444,3910.5,false
4.6341,3730.5,false
3.2004,3736.9,false
3.147,4120.1,false
2.0983,3468.5,false
2.3463,4141.8,false
4.6491,3467.4,false
3.5696,3204.2,false
4.3875,3198.2,false
1.8703,3428.1,false
1.7691,3718.4,false
2.9853,3837.3,false
3.2652,2713.5,false
3.1639,3878.0,false
3.4826,2246.9,true
1.1049,4062.5,false
4.3145,3914.5,false
5.2108,3789.8,false
3.9498,2843.5,false
3.2693,2784.9,false
4.2105,3542.6,false
2.8317,2779.5,false
3.2175,3877.6,false
3.9307,4047.9,false
4.5084,3649.1,false
3.0492,4008.0,false
3.2198,3794.4,false
2.3005,4079.1,false
3.8853,4027.1,false
3.7404,3921.5,false
3.0069,3367.8,false
2.5854,2651.3,false
2.6319,3906.4,false
2.3454,3649.7,false
1.8195,3161.6,false
3.2739,1465.0,true
2.9154,3912.7,false
3.9284,3995.3,false
2.9855,3696.7,false
1.8608,4134.2,false
1.7482,3826.0,false
2.348,3857.5,false
1.6556,3773.5,false
2.7288,3793.7,false
4.8479,3553.1,false
2.0176,3123.6,false
4.2931,2992.5,false
1.8693,4150.4,false
2.8955,3863.2,false
1.9696,2687.7,false
1.6368,2871.7,false
3.0303,2465.5,true
4.6822,3921.3,false
2.0764,2721.9,false
4.4434,2784.6,false
2.9209,3986.9,false
2.5832,2776.1,false
1.8725,3106.9,false
