4.521,5140.8
1.2017,2704.9
3.9718,3270.3
2.2233,3335.1
4.2241,4614.5
4.0206,2263.8
2.6454,4484.2
3.5311,4897.4
1.7858,5690
2.4068,3236.8
4.6616,3622.3
3.5425,5470
4.2362,3889.3
2.2245,4269.2
3.7853,4470
3.3234,4242.3
3.0439,4228.1
2.1729,4642.4
2.9933,4545.6
3.79,3835.4
3.772,4569.7
2.558,4454.5
2.3729,3511.2
5.2972,4488.1
2.8792,3377.4
1.3329,5524.5
2.445,4993.6
2.7364,3953.5
4.316,4075.6
4.4313,4875.7
3.1755,3743.9
3.4041,4230.5
2.8675,4620.3
3.2544,3824.2
3.453,2046.1
3.1511,3176.6
3.4584,4207.2
2.1438,5572.7
3.0947,4691.4
0.44887,5894.4
3.2273,3527
3.3233,4035.2
4.1415,4467.7
2.9405,4433.5
3.0872,4229.9
4.7131,4371.4
2.6356,4103.6
2.6161,4637.6
2.719,4379.5
2.5207,4271
3.5064,3079.5
3.2415,5761.5
3.3676,4242.1
4.7904,3722.2
3.3367,5213.5
3.3397,4815.3
4.3651,4192.7
3.5312,3694.3
3.4104,4779.8
2.8985,5448.2
4.2902,4192.8
2.4683,5260.1
1.9103,5967.8
1.6713,3147.2
3.7476,5206.2
3.7403,5226.3
4.2237,5023.3
2.0406,5765.1
2.8632,4734.1
3.6574,3825.5
2.3305,4164.5
2.8033,3796.7
3.1448,3828.7
4.2662,4588.9
3.7689,3556.3
2.2444,3910.5
2.1346,4303.8
2.2965,5396.1
4.6341,3730.5
2.0172,4740.8
3.4278,4827.6
3.2004,3736.9
3.299,5040.3
3.147,4120.1
2.0983,3468.5
2.1545,4833.9
3.3028,5061.1
2.3208,4335.1
2.3463,4141.8
4.6491,3467.4
2.635,4449.8
3.5696,3204.2
1.5599,4179.8
2.9427,5449
1.5382,4366
3.9798,4463.7
4.3875,3198.2
3.0254,4464.8
0.0026001,4288.4
1.8703,3428.1
1.7691,3718.4
2.9853,3837.3
3.2652,2713.5
3.1639,3878
3.8718,5125.1
1.7393,5479.3
3.7572,4825
3.4826,2246.9
3.0469,4514.9
2.7102,4176.5
1.1049,4062.5
3.1181,5109.2
2.3611,5202
4.3145,3914.5
5.2108,3789.8
3.9498,2843.5
4.0059,5401.8
3.2693,2784.9
3.4359,5147.4
4.2105,3542.6
2.8317,2779.5
3.2175,3877.6
3.4481,4418.1
3.1084,4335.8
3.9307,4047.9
2.63,4962.5
4.5084,3649.1
3.4179,4363.2
3.0492,4008
3.2198,3794.4
2.3005,4079.1
2.3597,4985.8
3.8853,4027.1
4.051,4629
2.9047,4464.5
3.7404,3921.5
2.0265,4799.8
3.0069,3367.8
2.5854,2651.3
2.6319,3906.4
2.372,4802.2
2.3454,3649.7
1.8195,3161.6
3.2739,1465
3.544,4458.9
2.9154,3912.7
3.9284,3995.3
2.9855,3696.7
1.9794,4498
1.8608,4134.2
2.3075,4227.9
2.1923,5586.3
1.7482,3826
2.348,3857.5
1.6556,3773.5
2.7288,3793.7
2.9625,4446.3
4.8479,3553.1
2.0176,3123.6
4.2931,2992.5
3.9281,4382.3
2.6653,4990.6
2.7596,4997.8
1.8693,4150.4
3.3498,5177.2
2.4349,4558.7
2.5568,5883.5
2.8955,3863.2
1.9696,2687.7
1.6368,2871.7
3.0303,2465.5
4.6822,3921.3
3.7942,4585.9
4.5673,4653.1
2.9617,5096.4
2.0764,2721.9
3.4153,5590.3
3.147,4165.5
4.4434,2784.6
4.5843,4681.1
2.9209,3986.9
1.8057,5119.7
2.5832,2776.1
2.2239,4525.2
1.8725,3106.9
2.0927,4453.3
2.127,3183.8
3.6485,4827.8
3.2366,4586.1
5.3385,4750.9
3.7616,3801.6
2.4219,3298.1
3.5861,4582.6
4.0684,2322.6
3.1783,4999
2.9793,2978.4
3.2794,4471.7
1.9135,4404
0.91267,4971.8
1.8335,4884.3
3.7207,5057.3
3.783,3428.8
3.5337,5135.3
2.1231,4258.2
3.6152,4814
3.3758,4381.9
4.0266,3114.1
1.5529,5406.8
1.8354,5680.6
1.7983,2372.1
2.861,5924.5
3.2196,3975.1
3.7885,4347.4
2.8054,4329
3.0727,3706.6
3.6081,3721.1
4.4484,4632.7
2.4897,2616.4
3.6688,2761.7
3.6741,4002
2.5171,4117.1
4.1413,4293
4.0978,3456.6
4.7452,4593.2
3.002,4697.8
3.4727,4771.8
2.4632,5018.8
3.9408,3387.7
2.3203,4702.6
2.847,4033.6
2.5705,4160.2
2.7544,3052.9
5.006,4759
5.019,3705.5
3.6315,4118.8
1.9656,4905.7
4.3099,3847.7
4.2654,4817.8
2.1827,4188.5
2.9271,4051.8
2.4798,3360
3.0429,4408.2
1.5367,4974.6
0.79703,3222.9
3.5643,2846.8
4.4878,3264.1
3.2909,4664.5
1.8046,5341.9
3.6539,5105.1
2.3515,5243.9
3.3533,3112.5
1.3127,3477.2
3.8139,2723.1
2.235,4218.4
3.0491,2566.2
3.5173,2942.7
3.3085,5291
4.051,4837.1
1.9921,4928.7
4.3512,5054.1
2.6827,1850.4
2.1888,4704.6
1.4267,4738.2
2.9554,5033.7
4.157,4932.6
3.9741,3928.5
